Student_ID,First_Name,Last_Name,Gender,Attendance (%),Internal_marks,Final_Score,Assignments_Avg,Quizzes_score,Previous_gpa,Semester
S3239,Ahmed,Brown,Female,63.27,70.45,60.76,52.83,68.14,2.48,III/II
S3240,Ali,Davis,Male,83.38,95.58,43.46,55.49,85.69,3.59,II/I
S3241,John,Brown,Female,68.07,60.21,95.83,90.63,51.59,2.07,III/II
S3242,Ali,Brown,Female,77.24,82.96,43.95,61.65,92.61,3.17,III/I
S3243,Sara,Brown,Male,74.38,68.97,84.47,67.78,97.08,3.99,II/II
S3244,Maria,Smith,Female,69.06,77.61,62.69,57.26,94.44,3.71,II/I
S3245,Sara,Williams,Female,85.94,70.26,96.93,59.76,95.65,3.04,II/I
S3246,Ali,Williams,Male,94.19,98.03,65.18,88.77,50.77,2.13,IV/I
S3247,Omar,Davis,Male,50.26,81.53,89.0,63.09,98.89,3.66,II/I
S3248,Liam,Davis,Female,96.68,55.08,56.96,72.45,68.32,3.2,IV/I
S3249,Ali,Brown,Male,75.58,94.58,57.95,57.58,93.46,2.23,I/I
S3250,Ahmed,Smith,Male,85.04,57.64,75.73,83.9,59.34,2.19,IV/II
S3251,John,Brown,Male,92.78,62.3,99.88,86.41,72.33,3.82,IV/I
S3252,John,Smith,Female,73.36,46.13,71.05,68.08,52.21,3.34,II/II
S3253,Sara,Brown,Female,91.75,94.0,96.18,89.24,52.0,3.66,III/II
S3254,Liam,Johnson,Female,58.88,57.17,87.17,62.0,97.16,3.76,IV/I
S3255,Maria,Johnson,Female,57.96,55.54,87.75,84.6,90.53,3.14,II/I
S3256,Omar,Jones,Female,82.87,95.22,66.16,86.5,76.49,3.03,II/II
S3257,Emma,Brown,Female,93.51,88.33,63.19,98.43,76.27,2.86,IV/I
S3258,Liam,Davis,Female,94.62,48.46,51.52,61.62,87.44,2.63,IV/I
S3259,John,Williams,Male,82.19,86.16,97.84,54.69,67.08,2.87,II/I
S3260,Ahmed,Jones,Female,76.27,94.78,97.56,63.15,88.09,3.55,III/I
S3261,Liam,Davis,Female,66.57,44.71,84.82,56.14,74.25,3.2,III/I
S3262,Sara,Johnson,Male,99.0,89.51,57.78,58.48,81.9,3.79,IV/I
S3263,Sara,Brown,Male,65.98,72.85,54.71,66.71,98.24,2.89,III/I
S3264,Emma,Jones,Male,87.21,80.15,99.32,70.7,73.57,3.21,I/II
S3265,Ahmed,Brown,Female,76.6,69.57,43.99,95.19,70.92,3.26,II/I
S3266,Maria,Johnson,Male,80.43,81.87,90.61,59.78,95.29,3.18,I/II
S3267,Liam,Jones,Female,69.67,42.05,61.33,98.59,95.13,3.41,II/II
S3268,Ahmed,Johnson,Female,98.24,85.76,65.13,90.51,99.62,2.47,I/II
S3269,Maria,Smith,Female,78.58,42.0,89.92,94.07,77.54,3.02,II/II
S3270,Ahmed,Johnson,Male,96.89,67.32,45.44,96.47,67.21,2.21,IV/I
S3271,Ahmed,Brown,Male,50.38,49.06,61.25,87.66,62.02,2.77,II/II
S3272,Ali,Williams,Female,78.63,89.41,97.12,89.44,51.7,2.98,II/II
S3273,Sara,Johnson,Female,85.86,58.82,81.94,71.89,86.34,3.3,III/II
S3274,Liam,Davis,Female,87.25,67.25,85.3,75.52,61.67,3.9,I/II
S3275,Ahmed,Williams,Male,95.25,65.73,85.45,96.62,80.33,3.2,III/II
S3276,Liam,Smith,Female,50.22,86.35,43.63,68.91,95.83,3.49,IV/I
S3277,Emma,Jones,Male,50.02,68.87,52.19,52.1,97.51,3.01,II/I
S3278,Ahmed,Jones,Female,73.61,87.34,69.48,88.14,50.22,3.27,I/II
S3279,John,Williams,Male,51.46,44.41,62.09,78.66,65.85,2.14,II/I
S3280,Sara,Jones,Female,98.73,51.5,64.65,90.74,91.87,2.51,II/I
S3281,John,Johnson,Male,61.1,73.09,86.89,53.78,76.82,2.72,II/II
S3282,Liam,Williams,Male,73.63,96.83,40.88,81.06,90.38,2.94,IV/II
S3283,Liam,Brown,Male,53.06,44.49,79.63,62.39,92.67,2.09,I/II
S3284,Sara,Johnson,Male,76.1,42.59,40.01,95.16,72.13,2.28,II/I
S3285,Liam,Johnson,Male,69.0,49.39,43.78,55.5,67.95,2.55,IV/II
S3286,John,Johnson,Male,52.23,78.47,64.5,92.15,72.77,3.94,III/I
S3287,Ahmed,Brown,Female,66.76,63.94,90.46,54.43,82.64,2.66,II/I
S3288,Ahmed,Smith,Female,69.57,89.53,48.7,51.25,68.36,2.96,III/I
S3289,Ali,Davis,Female,99.5,44.32,73.28,61.75,88.75,2.39,I/II
S3290,Emma,Jones,Female,60.39,51.78,80.71,66.65,95.2,3.22,IV/I
S3291,Liam,Williams,Male,77.24,58.0,53.77,81.33,64.12,2.56,III/II
S3292,John,Smith,Female,99.37,77.6,70.74,56.59,98.25,2.41,I/II
S3293,Liam,Williams,Male,89.6,81.11,94.68,71.87,81.14,3.03,III/II
S3294,Liam,Jones,Male,99.67,47.45,70.73,60.21,93.91,2.01,III/II
S3295,Maria,Brown,Male,98.41,96.63,49.44,92.77,55.2,2.02,I/II
S3296,Ali,Johnson,Female,74.48,60.46,77.67,52.25,62.57,2.44,II/I
S3297,John,Johnson,Male,84.82,82.79,75.53,67.8,66.05,2.07,I/I
S3298,John,Brown,Female,55.52,71.45,41.62,81.57,65.14,2.22,II/I
S3299,Liam,Smith,Female,72.06,53.37,45.44,95.65,58.59,2.68,II/I
S3300,Ali,Smith,Female,90.45,90.77,49.41,93.4,93.41,3.61,IV/I
S3301,Ahmed,Williams,Female,75.27,89.09,48.18,94.76,70.93,3.14,II/II
S3302,John,Brown,Female,85.13,63.76,55.57,53.14,98.16,3.03,II/II
S3303,Ahmed,Smith,Male,87.29,75.32,67.25,92.05,79.17,2.59,II/I
S3304,Ali,Brown,Male,62.67,55.47,62.3,89.0,56.92,3.86,III/I
S3305,Ahmed,Jones,Female,93.78,81.39,93.44,95.12,77.3,2.79,IV/I
S3306,Sara,Johnson,Male,72.99,58.54,76.73,65.58,99.68,2.17,III/II
S3307,Maria,Johnson,Female,60.51,90.64,92.57,95.59,78.26,3.23,IV/II
S3308,Omar,Johnson,Male,93.27,53.04,71.62,70.13,50.09,2.23,II/II
S3309,John,Brown,Male,70.89,40.89,45.39,81.7,96.65,2.69,II/I
S3310,Emma,Brown,Male,87.52,56.11,67.8,71.21,61.74,3.01,IV/I
S3311,Maria,Williams,Male,77.4,51.46,89.32,71.38,84.43,3.75,I/I
S3312,Omar,Johnson,Male,69.09,70.5,51.65,77.33,75.75,2.99,III/I
S3313,Ahmed,Williams,Male,90.49,52.22,45.47,67.8,66.27,3.4,I/II
S3314,John,Johnson,Male,79.22,85.79,59.77,89.64,64.13,3.99,II/I
S3315,Ahmed,Williams,Male,69.53,54.48,63.33,81.68,96.44,2.26,IV/I
S3316,Sara,Williams,Male,55.48,82.42,58.38,84.49,95.6,2.55,II/I
S3317,Ali,Jones,Male,94.77,74.71,48.11,61.55,75.66,2.79,IV/II
S3318,John,Williams,Male,51.77,99.17,55.05,98.48,62.92,2.84,III/II
S3319,Omar,Brown,Male,93.16,99.99,80.94,83.01,55.12,2.82,III/I
S3320,Omar,Williams,Male,68.0,92.17,63.16,59.86,57.83,3.82,II/II
S3321,Sara,Johnson,Female,81.97,85.6,77.95,87.52,76.11,3.43,II/II
S3322,Sara,Williams,Male,96.11,63.19,72.18,58.69,65.39,3.22,II/II
S3323,Liam,Smith,Male,57.59,85.2,72.94,53.17,52.1,2.62,IV/II
S3324,John,Davis,Male,78.35,97.4,54.91,76.38,72.76,3.65,I/II
S3325,Ahmed,Johnson,Male,88.22,41.4,71.29,77.68,87.31,3.91,IV/I
S3326,Emma,Smith,Male,87.88,72.27,41.42,59.45,94.58,3.64,III/I
S3327,Omar,Johnson,Male,76.28,53.08,65.9,67.42,79.26,2.0,III/I
S3328,Omar,Brown,Female,81.24,73.47,74.36,97.29,86.16,3.27,II/II
S3329,Sara,Davis,Female,87.88,67.99,50.92,64.25,68.2,2.1,II/II
S3330,Maria,Davis,Female,92.05,74.55,55.39,57.78,74.81,2.52,III/II
S3331,Sara,Brown,Male,88.09,73.06,53.17,99.63,86.48,2.12,IV/II
S3332,Emma,Davis,Male,67.7,97.61,44.23,65.12,86.38,3.21,I/I
S3333,Ahmed,Brown,Male,99.84,73.13,60.87,84.01,71.23,3.37,I/I
S3334,Ahmed,Smith,Female,71.73,90.77,98.74,61.58,77.18,2.23,II/I
S3335,Maria,Jones,Male,51.22,59.19,61.23,77.51,96.19,2.77,II/I
S3336,Omar,Johnson,Male,68.13,66.29,67.63,69.31,81.6,2.91,III/I
S3337,Sara,Brown,Female,56.39,68.22,79.19,98.08,82.13,2.74,III/I
S3338,Liam,Johnson,Female,56.07,56.72,78.91,71.64,89.23,2.24,I/II
S3339,Ahmed,Smith,Male,64.08,62.79,96.99,79.21,55.76,2.84,I/II
S3340,Emma,Jones,Male,52.67,75.91,91.45,97.24,76.14,3.5,I/I
S3341,John,Smith,Male,84.43,74.81,87.64,99.46,97.97,2.14,IV/II
S3342,Ali,Davis,Male,53.7,78.19,97.1,55.08,68.08,2.16,II/I
S3343,Ali,Johnson,Female,60.16,61.11,53.85,91.72,64.75,2.71,I/I
S3344,Ali,Jones,Male,54.64,58.95,77.02,69.11,80.06,3.88,IV/II
S3345,Liam,Davis,Male,53.16,76.7,93.23,79.74,61.06,3.34,I/I
S3346,Omar,Jones,Female,63.39,47.97,77.45,68.75,77.8,3.36,II/I
S3347,Sara,Davis,Male,78.59,55.18,98.65,70.06,57.78,2.72,IV/I
S3348,Maria,Smith,Male,98.23,42.53,46.02,57.94,78.99,3.19,I/II
S3349,Liam,Brown,Female,93.78,44.36,66.36,78.64,80.12,2.02,III/II
S3350,Liam,Johnson,Female,93.8,54.6,98.64,77.34,70.92,3.27,III/II
S3351,Ahmed,Williams,Male,58.8,41.17,62.77,59.47,69.14,3.83,III/II
S3352,John,Williams,Female,63.25,54.72,84.37,77.09,62.27,3.23,II/I
S3353,Liam,Smith,Female,53.82,79.3,41.82,98.66,66.55,3.75,II/II
S3354,Emma,Johnson,Male,88.92,43.67,81.69,85.72,74.92,3.45,II/II
S3355,John,Johnson,Female,53.49,66.2,96.08,74.05,62.38,2.24,II/II
S3356,Emma,Smith,Male,77.83,94.79,62.96,95.8,89.14,3.8,III/I
S3357,Omar,Johnson,Male,62.39,87.48,41.28,78.77,85.45,2.13,I/II
S3358,Sara,Brown,Male,62.17,58.33,41.67,56.75,63.47,3.07,I/II
S3359,Ali,Smith,Male,99.54,95.49,93.52,77.38,54.87,2.28,IV/I
S3360,Liam,Brown,Female,87.84,59.78,83.35,59.05,50.01,2.02,IV/I
S3361,Sara,Johnson,Male,91.85,44.35,46.4,88.38,79.84,2.84,III/I
S3362,Omar,Smith,Male,78.6,99.64,43.28,98.36,60.57,2.59,I/I
S3363,Maria,Johnson,Male,93.55,92.2,88.29,68.04,50.63,2.97,IV/II
S3364,Maria,Smith,Male,82.27,67.96,88.59,71.75,67.95,3.15,IV/I
S3365,Omar,Johnson,Female,97.31,79.98,47.23,71.07,98.1,2.09,III/II
S3366,Emma,Brown,Female,64.07,80.27,58.09,64.26,84.5,2.25,II/II
S3367,Ahmed,Brown,Female,79.77,51.67,86.8,89.71,92.89,3.12,III/II
S3368,Ahmed,Johnson,Male,84.51,52.0,71.52,80.89,57.24,2.69,II/II
S3369,Emma,Smith,Female,69.65,68.17,97.4,53.2,53.66,3.46,III/II
S3370,Maria,Williams,Female,93.99,94.69,68.86,91.94,50.58,3.3,I/I
S3371,Maria,Brown,Male,98.99,40.6,80.62,59.35,97.78,3.69,IV/II
S3372,Liam,Brown,Female,74.69,86.95,70.59,98.96,65.01,3.38,III/II
S3373,Maria,Davis,Male,69.53,43.45,96.58,68.83,72.98,2.86,III/II
S3374,Sara,Williams,Female,73.6,68.69,63.92,80.82,69.73,3.35,II/I
S3375,Maria,Johnson,Female,92.64,78.27,53.79,53.89,86.52,2.55,IV/II
S3376,John,Smith,Female,82.27,81.21,59.6,67.23,65.5,2.61,III/II
S3377,Liam,Davis,Female,52.24,43.51,91.17,90.12,76.77,3.58,II/I
S3378,Ali,Johnson,Male,77.11,65.12,69.88,73.86,99.78,2.89,I/II
S3379,Maria,Jones,Male,50.87,75.03,61.26,95.23,72.2,3.6,IV/II
S3380,Emma,Brown,Female,88.93,43.96,72.66,78.76,77.56,3.64,III/I
S3381,Ali,Jones,Male,66.42,48.11,47.99,96.43,75.13,3.72,IV/II
S3382,Sara,Brown,Female,73.6,79.82,40.32,99.13,90.16,3.83,IV/II
S3383,Emma,Brown,Female,89.93,71.3,56.84,72.69,63.34,2.86,III/II
S3384,Ali,Jones,Female,52.32,49.71,76.3,78.26,58.52,2.64,I/II
S3385,Emma,Jones,Female,57.93,72.11,82.7,91.75,87.7,3.16,IV/II
S3386,Sara,Johnson,Female,69.9,94.76,89.6,61.08,70.78,2.74,IV/I
S3387,Liam,Davis,Female,61.5,40.94,95.6,93.08,95.69,3.2,IV/I
S3388,John,Davis,Male,66.9,78.56,64.73,79.6,82.21,3.41,II/I
S3389,Sara,Jones,Male,99.91,44.42,84.43,86.28,78.22,3.38,III/II
S3390,Sara,Johnson,Female,91.27,40.39,44.48,53.99,53.52,2.75,III/II
S3391,Emma,Davis,Male,94.2,49.04,43.45,88.31,86.52,2.33,IV/II
S3392,Liam,Johnson,Female,96.85,65.37,47.49,65.54,84.3,2.86,I/I
S3393,Omar,Johnson,Male,67.05,88.14,66.91,90.26,82.0,2.29,I/II
S3394,Ahmed,Brown,Male,64.85,56.91,52.68,75.46,63.4,3.78,II/II
S3395,Maria,Davis,Male,61.7,77.54,57.22,63.73,97.34,2.69,II/II
S3396,Maria,Davis,Female,91.51,64.67,78.87,97.64,66.08,2.31,I/I
S3397,John,Brown,Male,83.98,54.06,61.51,88.25,57.61,2.05,II/I
S3398,John,Jones,Female,61.81,70.85,73.44,99.28,99.36,3.29,II/II
S3399,Maria,Brown,Female,68.85,87.85,64.74,68.22,87.31,3.27,IV/II
S3400,Ahmed,Davis,Female,75.34,89.95,50.14,82.46,70.74,2.68,II/II
S3401,Maria,Davis,Male,76.41,90.79,44.44,80.58,96.8,2.14,IV/I
S3402,Omar,Jones,Male,94.44,60.31,54.17,84.38,54.56,2.82,IV/I
S3403,Ahmed,Brown,Male,69.03,87.61,43.46,51.92,54.38,2.62,III/I
S3404,John,Smith,Female,95.43,52.73,77.12,64.59,84.12,3.35,I/II
S3405,Ali,Smith,Female,72.07,84.31,87.74,95.47,58.9,3.21,II/I
S3406,Emma,Jones,Male,87.32,96.9,60.38,71.19,95.86,2.73,III/II
S3407,Omar,Brown,Female,96.51,40.82,63.23,98.03,92.02,2.44,I/II
S3408,Omar,Brown,Male,95.38,66.42,88.97,60.68,65.32,3.98,II/I
S3409,Liam,Johnson,Male,52.85,78.87,53.36,99.87,94.44,2.91,II/II
S3410,John,Davis,Male,60.29,82.11,47.15,84.88,52.14,3.38,III/I
S3411,John,Williams,Male,73.85,50.57,70.07,88.82,77.43,2.28,I/II
S3412,Sara,Jones,Female,71.58,98.33,78.77,69.84,96.78,2.97,II/II
S3413,Omar,Williams,Male,82.04,76.92,75.98,95.35,92.77,2.06,II/I
S3414,Sara,Williams,Male,97.24,49.86,82.83,77.27,67.8,3.01,I/II
S3415,Sara,Jones,Male,55.62,41.23,43.41,84.05,59.14,3.93,III/II
S3416,Emma,Brown,Male,72.59,87.0,65.69,54.74,60.53,2.77,I/II
S3417,Sara,Jones,Male,59.62,44.78,54.31,81.58,75.73,2.08,II/II
S3418,Ahmed,Williams,Male,94.71,48.46,85.55,93.95,79.84,2.06,IV/II
S3419,Maria,Davis,Male,98.23,74.49,92.36,58.91,51.64,2.78,IV/II
S3420,Ali,Davis,Female,73.94,76.21,56.88,86.89,70.68,2.32,I/II
S3421,John,Davis,Female,55.2,81.21,45.71,51.27,91.52,2.05,III/II
S3422,Ahmed,Brown,Female,89.26,63.61,55.21,96.31,72.22,3.51,III/I
S3423,Ali,Smith,Female,84.86,86.43,46.24,99.15,58.46,2.92,III/I
S3424,Omar,Jones,Male,67.73,98.46,59.35,67.71,97.74,2.58,IV/II
S3425,Omar,Davis,Female,94.37,56.27,72.29,55.35,63.31,3.8,II/II
S3426,Omar,Jones,Female,98.79,82.18,98.42,82.93,89.92,2.23,II/I
S3427,Ahmed,Davis,Female,77.89,95.71,63.96,51.49,59.69,3.91,II/II
S3428,Ahmed,Brown,Male,78.29,81.18,53.2,74.12,71.16,2.63,III/I
S3429,John,Smith,Female,64.88,80.87,50.01,63.59,74.52,3.78,I/I
S3430,Maria,Smith,Female,79.23,53.43,50.38,73.67,75.03,3.21,I/I
S3431,Liam,Davis,Male,71.98,72.11,51.56,50.91,75.82,3.65,I/II
S3432,Sara,Brown,Female,65.11,73.75,85.74,52.58,61.25,3.97,III/II
S3433,Omar,Johnson,Male,53.36,82.01,43.66,50.8,75.8,2.58,IV/II
S3434,Emma,Jones,Female,62.64,99.81,99.84,80.96,74.09,3.92,IV/I
S3435,Maria,Jones,Male,59.89,42.02,71.36,78.0,60.44,2.78,IV/I
S3436,Emma,Williams,Female,77.1,43.91,72.66,61.66,99.41,2.77,IV/I
S3437,John,Brown,Female,80.08,44.68,61.45,82.33,93.28,2.68,I/II
S3438,John,Williams,Female,80.43,84.58,81.42,94.21,94.38,3.08,I/I
S3439,John,Davis,Male,69.41,48.18,68.29,63.87,84.28,2.31,III/I
S3440,Ali,Williams,Female,71.06,77.35,59.74,91.6,57.99,3.11,I/II
S3441,Emma,Smith,Male,91.71,59.48,55.91,83.13,78.4,3.08,IV/I
S3442,Maria,Jones,Male,73.81,67.44,95.54,51.69,91.07,3.52,IV/I
S3443,Liam,Williams,Male,99.39,52.94,57.46,68.76,51.94,3.67,IV/II
S3444,Maria,Smith,Male,71.98,91.97,66.18,75.39,74.79,2.88,II/II
S3445,Ahmed,Brown,Female,82.48,75.17,61.02,86.58,69.81,2.6,IV/I
S3446,Ahmed,Williams,Female,52.52,96.67,45.17,64.36,60.61,2.52,III/II
S3447,Omar,Davis,Female,82.67,74.48,51.16,99.14,68.91,2.39,IV/I
S3448,Liam,Davis,Male,92.57,47.43,51.37,84.23,99.17,2.12,II/II
S3449,Ahmed,Davis,Female,97.12,50.25,81.62,68.64,86.16,2.68,IV/I
S3450,John,Jones,Male,99.87,99.34,64.4,54.85,64.98,2.54,III/II
S3451,Maria,Williams,Male,64.11,83.53,86.92,59.07,80.27,3.93,III/I
S3452,Emma,Brown,Male,78.77,42.96,82.54,74.38,62.33,3.12,I/II
S3453,John,Williams,Female,72.54,82.23,51.52,74.73,80.54,2.69,III/II
S3454,Ali,Jones,Female,78.19,64.73,73.78,88.39,94.81,3.16,II/II
S3455,Ahmed,Smith,Male,57.87,58.43,84.57,86.31,77.84,2.28,I/II
S3456,John,Jones,Female,92.81,49.24,77.98,60.06,86.67,2.89,I/II
S3457,John,Davis,Female,95.48,90.39,76.0,79.75,72.67,3.25,II/II
S3458,Ali,Smith,Male,72.48,43.83,84.38,51.03,76.21,2.98,IV/II
S3459,Sara,Davis,Male,64.02,57.39,43.41,69.93,84.75,2.8,I/I
S3460,Maria,Johnson,Female,57.04,58.38,83.89,88.21,90.62,3.99,IV/I
S3461,Emma,Jones,Male,84.19,49.65,56.36,69.98,82.97,3.76,III/II
S3462,Omar,Jones,Male,65.61,70.49,74.31,91.78,98.87,3.25,II/II
S3463,Sara,Brown,Female,95.48,40.7,54.54,98.81,90.99,3.14,III/I
S3464,Ahmed,Williams,Female,83.55,58.06,90.33,80.36,88.86,3.24,II/I
S3465,John,Smith,Male,82.28,96.02,68.83,57.25,92.26,2.4,II/II
S3466,Liam,Smith,Female,77.97,58.63,78.58,68.98,64.06,2.79,IV/I
S3467,Ali,Brown,Male,52.29,61.63,87.64,50.47,71.6,2.08,IV/I
S3468,Ali,Brown,Male,96.6,68.39,93.72,80.14,78.22,2.95,I/II
S3469,Liam,Williams,Female,81.4,73.7,83.92,91.08,73.12,3.09,I/II
S3470,Maria,Davis,Male,99.7,88.52,48.93,81.5,92.37,2.46,II/II
S3471,Sara,Williams,Male,76.87,51.42,91.27,89.3,51.35,3.93,II/I
S3472,Omar,Jones,Male,85.51,92.3,77.11,90.0,60.46,3.82,IV/II
S3473,Maria,Davis,Female,52.81,85.45,76.57,92.55,94.09,3.44,II/II
S3474,Liam,Johnson,Female,81.59,83.36,95.28,63.33,52.96,3.07,II/I
S3475,John,Williams,Female,88.23,45.21,54.93,93.56,61.35,3.74,IV/II
S3476,Liam,Brown,Male,88.93,41.3,54.38,82.7,67.56,2.26,II/I
S3477,Maria,Davis,Male,88.51,75.64,70.79,64.49,87.54,3.58,IV/I
S3478,Emma,Williams,Female,61.31,91.79,85.05,99.36,78.01,2.25,IV/I
S3479,Ali,Smith,Female,98.77,75.07,66.83,97.51,97.73,3.59,IV/I
S3480,Ali,Johnson,Female,99.76,52.79,78.03,78.72,61.39,2.55,III/I
S3481,Ahmed,Jones,Male,53.78,45.43,67.15,92.16,93.61,3.75,IV/I
S3482,Ahmed,Smith,Female,96.82,81.98,76.62,63.07,64.15,3.89,III/II
S3483,Liam,Smith,Male,64.47,83.31,89.34,70.8,62.27,2.3,I/II
S3484,Omar,Johnson,Female,84.46,50.35,50.83,59.2,74.92,2.93,I/II
S3485,John,Jones,Male,66.91,41.69,81.72,76.01,53.56,3.96,II/I
S3486,Emma,Brown,Male,98.39,64.5,87.25,74.8,69.22,2.97,I/II
S3487,Sara,Davis,Female,55.08,74.96,66.83,60.64,67.78,3.73,I/I
S3488,Maria,Jones,Male,74.89,82.36,59.39,83.64,58.01,3.18,IV/II
S3489,Omar,Williams,Female,71.4,88.6,40.81,55.89,93.04,2.75,II/I
S3490,John,Smith,Male,66.3,76.63,87.83,53.08,69.29,2.57,I/II
S3491,Ahmed,Williams,Male,82.28,46.65,59.68,69.25,99.1,2.41,I/I
S3492,Liam,Brown,Female,56.55,80.95,61.44,70.49,94.99,3.52,IV/II
S3493,Maria,Williams,Male,85.83,99.05,60.16,65.99,59.74,2.77,III/I
S3494,Ahmed,Jones,Female,99.03,94.34,69.92,62.9,75.26,3.02,I/II
S3495,Liam,Williams,Female,90.23,92.3,82.15,66.94,80.09,2.98,I/I
S3496,Maria,Brown,Female,93.0,58.13,86.31,58.17,90.95,3.15,II/II
S3497,Sara,Brown,Male,67.98,85.05,63.55,70.17,94.28,3.73,III/II
S3498,John,Brown,Male,66.24,91.07,79.79,95.23,81.2,3.96,II/II
S3499,Maria,Jones,Male,75.85,80.7,83.24,61.22,51.76,2.82,I/I
S3500,Emma,Brown,Female,52.29,55.03,57.82,84.22,74.06,3.66,II/I
S3501,Omar,Smith,Female,97.27,97.23,45.8,57.09,94.24,3.53,IV/I
S3502,Ali,Brown,Male,57.19,67.05,93.68,67.7,85.7,3.15,IV/I
S3503,Emma,Williams,Male,95.15,47.79,80.63,66.06,93.51,3.91,IV/I
S3504,Emma,Davis,Female,54.18,46.59,78.89,96.85,83.7,2.4,IV/II
S3505,Omar,Williams,Male,91.13,78.85,43.53,71.4,52.2,2.22,II/I
S3506,Ali,Davis,Female,57.6,66.26,89.07,84.52,98.4,3.71,IV/II
S3507,Emma,Williams,Male,51.91,45.67,73.96,80.12,95.9,2.88,I/II
S3508,Maria,Jones,Female,85.97,84.42,90.87,57.05,56.33,3.69,IV/I
S3509,Maria,Williams,Male,64.01,87.96,98.47,96.98,55.63,3.79,II/II
S3510,Maria,Jones,Male,85.72,83.52,97.43,67.29,76.95,2.12,II/I
S3511,Ali,Jones,Female,77.75,52.14,91.37,52.24,87.85,3.77,II/I
S3512,Emma,Brown,Female,55.44,81.39,40.66,65.02,69.11,2.9,IV/I
S3513,Liam,Smith,Female,96.61,40.64,93.14,66.78,56.82,3.02,II/II
S3514,Ali,Davis,Male,72.62,58.31,44.5,54.64,75.53,3.25,III/I
S3515,Maria,Brown,Female,86.72,63.93,91.07,81.0,66.88,3.85,II/I
S3516,Omar,Brown,Female,75.05,90.11,56.81,67.34,67.59,2.04,IV/I
S3517,Emma,Jones,Male,80.22,63.42,76.6,81.46,82.25,2.95,III/II
S3518,Emma,Jones,Female,65.14,40.68,42.28,50.34,94.28,3.38,I/I
S3519,Ahmed,Davis,Female,60.02,61.14,86.27,99.1,77.93,3.45,IV/II
S3520,Ahmed,Williams,Female,77.13,69.94,46.7,58.53,84.38,3.39,I/II
S3521,Sara,Williams,Male,72.01,96.94,64.64,82.97,83.0,2.27,II/I
S3522,Liam,Brown,Male,69.51,96.46,89.05,85.79,77.56,2.6,III/II
S3523,Liam,Johnson,Male,83.63,50.85,81.72,58.58,65.54,2.72,III/II
S3524,John,Johnson,Female,84.53,51.11,40.36,55.59,68.89,3.61,II/I
S3525,Liam,Williams,Male,52.3,49.8,64.18,57.63,65.79,2.56,III/I
S3526,Ahmed,Johnson,Female,66.94,87.34,42.52,62.34,95.87,2.42,I/I
S3527,Ali,Williams,Female,70.59,40.36,80.41,58.41,91.33,3.91,I/II
S3528,Liam,Jones,Female,54.84,47.63,98.14,83.7,78.97,2.02,II/I
S3529,Ahmed,Brown,Male,61.8,72.28,79.32,71.04,95.61,4.0,IV/II
S3530,Sara,Smith,Male,52.58,54.85,53.46,76.89,94.32,3.35,I/II
S3531,Emma,Brown,Female,99.81,45.54,61.31,52.37,96.38,3.66,II/II
S3532,Liam,Williams,Female,86.83,61.59,98.6,93.06,61.09,2.59,III/II
S3533,Sara,Williams,Male,54.37,56.45,53.44,58.53,85.88,2.03,III/II
S3534,Emma,Brown,Male,51.01,70.67,73.69,68.01,80.46,3.48,II/I
S3535,Omar,Davis,Male,85.96,98.75,64.03,53.6,86.69,3.67,II/I
S3536,Omar,Williams,Female,71.96,47.46,86.1,56.84,63.17,3.48,IV/II
S3537,Emma,Johnson,Male,89.34,62.36,92.04,83.29,84.74,2.29,II/II
S3538,Liam,Johnson,Male,96.17,95.92,60.45,84.63,70.49,3.51,III/I
S3539,John,Williams,Male,79.97,92.61,79.62,83.85,91.7,3.54,II/I
S3540,Ahmed,Williams,Female,59.36,63.66,72.94,77.61,89.77,3.32,III/II
S3541,Ali,Davis,Male,89.11,81.94,56.71,97.63,60.57,3.53,I/II
S3542,Ali,Johnson,Female,97.79,45.27,56.32,75.36,59.19,3.69,I/I
S3543,Maria,Williams,Female,79.01,82.75,72.32,72.47,85.89,3.23,IV/I
S3544,Emma,Williams,Female,84.1,98.37,49.24,62.38,77.52,2.18,I/II
S3545,Ali,Davis,Male,66.87,72.25,88.65,54.94,77.86,2.98,III/I
S3546,Liam,Davis,Male,69.08,69.91,44.14,77.41,87.63,2.16,I/I
S3547,John,Brown,Male,86.73,51.24,45.67,65.74,92.75,2.82,I/II
S3548,Emma,Davis,Female,96.39,78.03,60.53,76.2,61.95,2.81,I/II
S3549,John,Smith,Male,81.45,75.43,47.09,60.31,77.78,2.13,II/II
S3550,Liam,Johnson,Female,89.49,79.12,68.54,91.91,91.45,2.7,IV/I
S3551,Ali,Brown,Male,58.58,41.56,63.98,99.98,93.64,2.22,IV/II
S3552,Ali,Smith,Male,60.6,72.92,83.31,66.12,64.37,3.62,III/I
S3553,Maria,Williams,Male,76.6,75.7,97.18,92.12,55.21,3.9,III/II
S3554,Ali,Williams,Male,58.83,52.45,85.21,93.65,61.64,2.14,II/II
S3555,Emma,Brown,Female,81.75,52.5,50.77,99.8,97.27,3.91,I/I
S3556,Liam,Davis,Female,64.58,56.57,96.13,67.14,73.12,3.05,IV/I
S3557,Omar,Williams,Female,89.58,82.7,63.53,87.8,70.93,2.6,III/II
S3558,Liam,Jones,Female,90.41,76.38,68.45,61.44,50.65,2.15,II/II
